continent,country_of_birth,persons,women,men,check_sum_jurisdictions,universe,source_table,source_file,source_page
Europa,Mónaco,12,7,5,12,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Europa,Montenegro,5,1,4,5,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Europa,Noruega,105,52,53,105,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Europa,Países Bajos,683,328,355,683,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Europa,Polonia,1408,927,481,1408,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Europa,Portugal,3281,1778,1503,3281,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Europa,Reino Unido de Gran Bretaña e Irlanda del Norte,1840,790,1050,1840,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Europa,República Checa,203,117,86,203,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Europa,Rumania,379,230,149,379,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Europa,Rusia,2169,1306,863,2169,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Europa,San Marino,11,6,5,11,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Europa,Serbia,140,83,57,140,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Europa,Serbia y Montenegro,12,6,6,12,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Europa,Suecia,320,164,156,320,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Europa,Suiza,1139,559,580,1139,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Europa,Turquía,606,282,324,606,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Europa,Ucrania,3486,2034,1452,3486,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Europa,Vaticano,4,1,3,4,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Europa,Indeterminado (Europa),100,59,41,100,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Oceanía,Australia,583,314,269,583,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Oceanía,Fiji,5,1,4,5,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Oceanía,Kiribati,2,1,1,2,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Oceanía,Nauru,2,1,1,2,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Oceanía,Nueva Zelandia,116,41,75,116,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Oceanía,Papua Nueva Guinea,6,5,1,6,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Oceanía,Samoa,1,0,1,1,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Oceanía,Tonga,1,0,1,1,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Oceanía,Tuvalu,1,0,1,1,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Oceanía,Vanuatu,2,0,2,2,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Oceanía,Indeterminado (Oceanía),2,0,2,2,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Otros,Ex Unión Soviética,32,14,18,32,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
Otros,IGNORADO,179239,97275,81964,179239,Poblacion en viviendas particulares (private dwellings only),"Cuadro 10. Total del pais. Poblacion en viviendas particulares nacida en otro pais, por lugar de nacimiento, segun sexo registrado al nacer y jurisdiccion. Ano 2022",c2022_tp_migraciones_c10.xlsx,web table (not in PDF); PDF top-30 list p.13
